SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.299,-0.053,-0.124,-0.179,-0.053,-0.314,-0.124,-0.153,-0.422,-0.225,-0.053,-0.124,-0.245,-0.092,-0.343,-0.203,-0.245,-0.381,0.0,-0.179
-0.315,-0.036,-0.233,-0.264,-0.207,-0.285,-0.185,-0.207,-0.17,-0.342,-0.075,-0.108,-0.22,-0.214,-0.301,-0.22,-0.214,-0.275,-0.086,-0.136
-0.242,-0.155,-0.221,-0.248,-0.198,-0.235,-0.126,-0.242,-0.313,-0.28,-0.126,-0.268,-0.213,-0.126,-0.115,-0.28,-0.164,-0.313,-0.164,-0.155
-0.178,-0.099,-0.201,-0.213,-0.263,-0.218,-0.108,-0.331,-0.361,-0.317,-0.042,-0.32,-0.152,-0.159,-0.123,-0.229,-0.229,-0.223,-0.082,-0.213
-0.259,-0.201,-0.219,-0.266,-0.157,-0.168,-0.178,-0.255,-0.24,-0.324,-0.077,-0.223,-0.197,-0.206,-0.215,-0.29,-0.27,-0.235,-0.077,-0.129
-0.312,-0.061,-0.233,-0.251,-0.187,-0.33,-0.165,-0.214,-0.194,-0.307,-0.187,-0.165,-0.208,-0.208,-0.214,-0.194,-0.251,-0.262,-0.104,-0.123
-0.312,-0.11,-0.299,-0.237,-0.136,-0.181,-0.047,-0.22,-0.201,-0.389,-0.201,-0.047,-0.27,-0.22,-0.237,-0.237,-0.181,-0.299,0.0,-0.181
-0.255,0.0,-0.172,-0.236,-0.088,-0.304,-0.172,-0.172,-0.369,-0.345,-0.147,-0.088,-0.304,-0.147,-0.288,-0.051,-0.236,-0.318,-0.088,-0.172
-0.279,-0.067,-0.237,-0.221,-0.215,-0.291,-0.109,-0.245,-0.23,-0.313,-0.128,-0.215,-0.251,-0.194,-0.205,-0.218,-0.215,-0.301,-0.055,-0.169
-0.306,-0.028,-0.217,-0.395,-0.156,-0.15,-0.101,-0.196,-0.352,-0.32,-0.15,-0.174,-0.137,-0.279,-0.267,-0.18,-0.202,-0.191,-0.077,-0.123
-0.16,-0.088,-0.223,-0.242,-0.201,-0.19,-0.147,-0.256,-0.256,-0.347,-0.088,-0.212,-0.212,-0.256,-0.207,-0.313,-0.251,-0.232,-0.12,-0.167
-0.368,-0.094,-0.208,-0.106,-0.2,-0.372,-0.04,-0.148,-0.023,-0.216,-0.055,-0.216,-0.264,-0.175,-0.192,-0.311,-0.355,-0.3,-0.148,-0.128
-0.388,-0.035,-0.255,-0.272,-0.186,-0.337,-0.083,-0.244,-0.061,-0.32,-0.083,-0.113,-0.25,-0.193,-0.238,-0.244,-0.261,-0.232,0.0,-0.148
-0.384,-0.13,-0.296,-0.229,-0.174,-0.315,-0.194,-0.092,-0.062,-0.338,-0.105,-0.062,-0.184,-0.077,-0.349,-0.229,-0.194,-0.276,-0.142,-0.13
-0.324,-0.074,-0.247,-0.27,-0.226,-0.3,-0.154,-0.18,-0.161,-0.296,-0.117,-0.14,-0.231,-0.161,-0.261,-0.21,-0.221,-0.279,-0.125,-0.186
-0.165,-0.143,-0.175,-0.247,-0.175,-0.23,-0.119,-0.078,-0.277,-0.284,-0.062,-0.195,-0.31,-0.175,-0.131,-0.38,-0.284,-0.345,-0.092,-0.175
-0.343,-0.02,-0.257,-0.322,-0.141,-0.228,-0.104,-0.284,-0.279,-0.304,-0.165,-0.173,-0.165,-0.195,-0.257,-0.221,-0.215,-0.268,-0.035,-0.061
-0.375,-0.14,-0.205,-0.237,-0.187,-0.305,-0.118,-0.154,-0.227,-0.305,-0.101,-0.187,-0.237,-0.125,-0.181,-0.199,-0.262,-0.339,0.0,-0.168
-0.246,-0.067,-0.263,-0.294,-0.203,-0.25,-0.121,-0.237,-0.267,-0.283,-0.153,-0.223,-0.213,-0.128,-0.193,-0.246,-0.228,-0.25,-0.107,-0.223
-0.197,-0.19,-0.214,-0.147,-0.258,-0.227,-0.113,-0.241,-0.197,-0.33,-0.064,-0.302,-0.178,-0.147,-0.139,-0.359,-0.254,-0.256,-0.076,-0.225
-0.298,-0.068,-0.236,-0.236,-0.137,-0.298,-0.116,-0.249,-0.262,-0.366,-0.156,-0.174,-0.156,-0.174,-0.348,-0.206,-0.221,-0.206,-0.068,-0.093
-0.263,-0.138,-0.145,-0.254,-0.108,-0.263,-0.063,-0.123,-0.196,-0.361,-0.063,-0.19,-0.321,-0.239,-0.234,-0.249,-0.317,-0.313,-0.063,-0.123
-0.282,0.0,-0.377,-0.179,-0.179,-0.134,-0.134,-0.252,-0.31,-0.413,-0.134,-0.179,-0.134,-0.134,-0.179,-0.252,-0.218,-0.282,-0.08,-0.08
-0.322,-0.066,-0.256,-0.229,-0.185,-0.229,-0.133,-0.243,-0.229,-0.374,-0.151,-0.201,-0.185,-0.169,-0.243,-0.215,-0.185,-0.215,0.0,-0.268
-0.23,0.0,-0.251,-0.094,-0.336,-0.393,-0.094,-0.17,-0.279,-0.313,-0.075,-0.251,-0.208,-0.196,-0.142,-0.208,-0.183,-0.183,-0.183,-0.23
-0.323,-0.075,-0.184,-0.262,-0.126,-0.304,-0.161,-0.213,-0.213,-0.251,-0.161,-0.226,-0.177,-0.268,-0.219,-0.353,-0.226,-0.199,-0.036,-0.135
-0.284,-0.176,-0.166,-0.25,-0.235,-0.227,-0.166,-0.211,-0.176,-0.384,-0.146,-0.1,-0.227,-0.297,-0.278,-0.194,-0.243,-0.219,0.0,-0.112
-0.259,-0.072,-0.198,-0.238,-0.205,-0.302,-0.13,-0.164,-0.208,-0.339,-0.095,-0.208,-0.249,-0.212,-0.186,-0.336,-0.311,-0.198,-0.077,-0.114
-0.329,-0.08,-0.19,-0.227,-0.135,-0.268,-0.147,-0.227,-0.19,-0.347,-0.158,-0.147,-0.19,-0.253,-0.244,-0.268,-0.244,-0.29,-0.026,-0.147
-0.303,-0.08,-0.208,-0.243,-0.226,-0.243,0.0,-0.259,-0.189,-0.322,-0.157,-0.243,-0.259,-0.267,-0.189,-0.179,-0.275,-0.252,-0.094,-0.121
-0.253,-0.13,-0.184,-0.253,-0.105,-0.309,-0.13,-0.194,-0.303,-0.303,-0.13,-0.283,-0.174,-0.164,-0.174,-0.276,-0.164,-0.268,-0.142,-0.229
-0.315,-0.032,-0.128,-0.185,-0.253,-0.307,-0.032,-0.307,-0.197,-0.406,-0.144,-0.144,-0.172,-0.076,-0.158,-0.221,-0.272,-0.29,-0.112,-0.221
-0.182,-0.065,-0.264,-0.327,-0.212,-0.286,-0.149,-0.212,-0.286,-0.239,-0.182,-0.149,-0.212,-0.307,-0.212,-0.264,-0.239,-0.239,0.0,-0.065
-0.313,-0.106,-0.207,-0.261,-0.12,-0.217,-0.14,-0.175,-0.133,-0.398,-0.158,-0.17,-0.164,-0.296,-0.288,-0.253,-0.235,-0.269,-0.075,-0.083
-0.234,-0.178,-0.234,-0.303,-0.178,-0.218,-0.168,-0.187,-0.246,-0.348,-0.126,-0.178,-0.158,-0.192,-0.183,-0.329,-0.246,-0.196,-0.12,-0.163
-0.176,-0.078,-0.278,-0.214,-0.196,-0.214,-0.176,-0.352,-0.341,-0.263,-0.155,-0.196,-0.196,-0.196,-0.263,-0.248,-0.176,-0.107,-0.045,-0.248
-0.194,-0.078,-0.29,-0.213,-0.29,-0.175,-0.045,-0.35,-0.316,-0.328,-0.106,-0.23,-0.213,-0.276,-0.175,-0.131,-0.213,-0.194,-0.045,-0.194
-0.308,0.0,-0.058,-0.228,-0.308,-0.204,-0.058,-0.388,-0.239,-0.44,-0.116,0.0,-0.239,-0.133,-0.149,-0.228,-0.164,-0.26,-0.033,-0.216
-0.327,-0.045,-0.266,-0.155,-0.163,-0.356,-0.095,-0.192,-0.21,-0.228,-0.106,-0.224,-0.26,-0.132,-0.159,-0.292,-0.289,-0.248,-0.168,-0.188
-0.23,-0.103,-0.219,-0.305,-0.196,-0.275,-0.127,-0.23,-0.202,-0.325,-0.12,-0.208,-0.251,-0.202,-0.236,-0.241,-0.225,-0.214,-0.12,-0.177
-0.399,-0.028,-0.221,-0.249,-0.116,-0.339,-0.116,-0.168,-0.143,-0.351,-0.143,-0.155,-0.221,-0.101,-0.19,-0.249,-0.211,-0.326,-0.085,-0.168
-0.379,-0.036,-0.208,-0.247,-0.221,-0.221,-0.087,-0.281,-0.259,-0.364,-0.127,-0.087,-0.193,-0.208,-0.235,-0.221,-0.221,-0.221,-0.087,-0.146
-0.291,0.0,-0.182,-0.245,-0.229,-0.255,-0.119,-0.259,-0.3,-0.349,-0.075,-0.234,-0.218,-0.149,-0.195,-0.269,-0.245,-0.234,-0.055,-0.17
-0.288,-0.035,-0.267,-0.194,-0.227,-0.353,-0.113,-0.148,-0.227,-0.293,-0.048,-0.245,-0.156,-0.227,-0.194,-0.25,-0.207,-0.288,-0.156,-0.194
-0.294,0.0,0.0,-0.228,-0.141,-0.39,0.0,-0.228,-0.228,-0.454,-0.141,-0.141,-0.228,-0.141,-0.141,-0.141,-0.141,-0.347,0.0,-0.294
-0.266,-0.161,-0.248,-0.218,-0.12,-0.335,-0.089,-0.238,-0.266,-0.321,-0.134,-0.208,-0.185,-0.148,-0.228,-0.321,-0.161,-0.274,-0.052,-0.134
-0.422,0.0,-0.187,-0.241,-0.094,-0.28,-0.063,-0.272,-0.272,-0.313,-0.079,-0.156,-0.187,-0.224,-0.094,-0.241,-0.257,-0.343,0.0,-0.133
-0.248,-0.135,-0.174,-0.239,-0.275,-0.248,-0.12,-0.161,-0.275,-0.336,-0.089,-0.219,-0.197,-0.208,-0.197,-0.283,-0.219,-0.248,-0.089,-0.219
-0.203,-0.062,-0.293,-0.283,-0.234,-0.272,-0.238,-0.242,-0.217,-0.279,-0.124,-0.234,-0.203,-0.148,-0.212,-0.221,-0.217,-0.238,-0.085,-0.194
-0.352,-0.083,-0.253,-0.259,-0.158,-0.333,-0.139,-0.266,-0.118,-0.278,-0.148,-0.128,-0.232,-0.167,-0.29,-0.167,-0.209,-0.284,-0.128,-0.107
-0.28,-0.061,-0.251,-0.266,-0.129,-0.273,-0.117,-0.313,-0.294,-0.287,-0.091,-0.192,-0.192,-0.061,-0.192,-0.201,-0.294,-0.347,-0.044,-0.141
-0.365,-0.063,-0.28,-0.225,-0.167,-0.355,-0.079,-0.225,-0.25,-0.314,-0.145,-0.133,-0.178,-0.094,-0.167,-0.216,-0.188,-0.36,-0.046,-0.133
-0.32,-0.138,-0.204,-0.278,-0.173,-0.246,-0.168,-0.179,-0.219,-0.326,-0.074,-0.138,-0.25,-0.162,-0.223,-0.307,-0.194,-0.285,-0.074,-0.184
-0.235,-0.15,-0.244,-0.31,-0.212,-0.232,-0.128,-0.205,-0.262,-0.338,-0.137,-0.179,-0.19,-0.225,-0.271,-0.212,-0.198,-0.205,-0.093,-0.175
-0.308,0.0,-0.23,-0.198,-0.121,-0.121,-0.072,-0.259,-0.259,-0.285,-0.162,-0.23,-0.121,-0.198,-0.415,-0.259,-0.198,-0.285,0.0,-0.23
-0.408,-0.078,-0.232,-0.214,-0.155,-0.292,-0.045,-0.263,-0.232,-0.292,-0.132,-0.176,-0.155,-0.196,-0.196,-0.278,-0.248,-0.132,-0.045,-0.263
-0.256,-0.102,-0.142,-0.262,-0.201,-0.297,-0.102,-0.274,-0.237,-0.322,-0.102,-0.208,-0.177,-0.243,-0.151,-0.28,-0.237,-0.286,-0.113,-0.16
-0.385,-0.105,-0.229,-0.332,-0.203,-0.285,-0.062,-0.216,-0.229,-0.295,-0.124,-0.105,-0.203,-0.203,-0.264,-0.229,-0.142,-0.305,-0.035,-0.035
-0.351,-0.159,-0.235,-0.205,-0.155,-0.313,-0.171,-0.191,-0.248,-0.248,-0.087,-0.226,-0.209,-0.114,-0.128,-0.293,-0.308,-0.26,-0.037,-0.167
-0.392,-0.079,-0.238,-0.148,-0.203,-0.306,-0.088,-0.107,-0.183,-0.221,-0.079,-0.209,-0.264,-0.203,-0.19,-0.249,-0.335,-0.302,-0.132,-0.116
-0.305,-0.083,-0.212,-0.286,-0.122,-0.314,-0.155,-0.231,-0.254,-0.359,-0.139,-0.122,-0.243,-0.139,-0.237,-0.147,-0.27,-0.286,-0.035,-0.122
-0.306,0.0,-0.235,-0.126,-0.146,-0.419,-0.072,-0.153,-0.167,-0.248,-0.118,-0.273,-0.142,-0.157,-0.167,-0.336,-0.352,-0.268,-0.067,-0.157
-0.254,-0.131,-0.204,-0.23,-0.247,-0.29,-0.204,-0.143,-0.195,-0.35,-0.092,-0.143,-0.262,-0.165,-0.304,-0.254,-0.175,-0.239,-0.131,-0.154
-0.218,-0.335,-0.218,-0.238,-0.148,-0.321,-0.052,-0.173,-0.321,-0.257,-0.148,-0.12,-0.218,-0.173,-0.218,-0.089,-0.257,-0.218,-0.12,-0.274
-0.173,-0.044,-0.13,-0.173,-0.228,-0.288,-0.13,-0.173,-0.173,-0.348,-0.077,-0.105,-0.313,-0.288,-0.288,-0.358,-0.259,-0.173,-0.13,-0.193
-0.36,-0.053,-0.244,-0.263,-0.17,-0.292,-0.143,-0.251,-0.21,-0.351,-0.134,-0.161,-0.21,-0.178,-0.251,-0.21,-0.202,-0.202,-0.124,-0.103
-0.133,-0.198,-0.178,-0.216,-0.294,-0.178,-0.079,-0.294,-0.294,-0.308,-0.133,-0.234,-0.198,-0.156,-0.178,-0.344,-0.216,-0.216,-0.046,-0.234
-0.264,-0.102,-0.204,-0.166,-0.142,-0.357,-0.179,-0.159,-0.166,-0.291,-0.152,-0.306,-0.212,-0.257,-0.156,-0.355,-0.266,-0.201,-0.025,-0.102
-0.339,-0.237,-0.241,-0.336,-0.237,-0.118,-0.138,-0.09,-0.329,-0.342,-0.074,-0.144,-0.184,-0.162,-0.199,-0.204,-0.209,-0.27,-0.027,-0.156
-0.286,-0.064,-0.264,-0.275,-0.134,-0.184,-0.199,-0.174,-0.264,-0.256,-0.087,-0.189,-0.24,-0.194,-0.293,-0.377,-0.199,-0.235,-0.046,-0.122
-0.231,-0.204,-0.154,-0.239,-0.131,-0.231,-0.092,-0.291,-0.204,-0.298,-0.062,-0.213,-0.231,-0.185,-0.131,-0.34,-0.34,-0.277,-0.106,-0.143
-0.36,-0.031,-0.264,-0.311,-0.179,-0.303,-0.153,-0.139,-0.139,-0.311,-0.146,-0.173,-0.203,-0.209,-0.166,-0.264,-0.22,-0.287,-0.064,-0.146
-0.236,-0.088,-0.292,-0.272,-0.157,-0.292,-0.167,-0.285,-0.22,-0.304,-0.101,-0.203,-0.176,-0.176,-0.265,-0.236,-0.212,-0.279,-0.043,-0.136
-0.26,0.0,-0.362,-0.388,-0.058,-0.216,-0.133,-0.098,-0.239,-0.299,-0.058,-0.164,-0.164,-0.191,-0.347,-0.216,-0.216,-0.347,0.0,-0.058
-0.324,-0.088,-0.18,-0.284,-0.21,-0.195,-0.109,-0.261,-0.305,-0.359,-0.147,-0.21,-0.224,-0.18,-0.147,-0.147,-0.224,-0.237,-0.088,-0.21
-0.463,0.0,-0.285,-0.264,-0.171,-0.271,-0.103,-0.19,-0.161,-0.383,-0.128,-0.116,-0.103,-0.139,-0.291,-0.199,-0.171,-0.241,-0.06,-0.076
-0.348,-0.115,-0.229,-0.209,-0.141,-0.309,-0.115,-0.188,-0.264,-0.348,-0.115,-0.084,-0.188,-0.188,-0.264,-0.229,-0.188,-0.371,0.0,-0.084
-0.184,-0.077,-0.245,-0.253,-0.212,-0.245,-0.105,-0.275,-0.26,-0.302,-0.174,-0.237,-0.184,-0.22,-0.184,-0.212,-0.203,-0.314,-0.105,-0.203
-0.208,-0.118,-0.259,-0.279,-0.225,-0.262,-0.098,-0.305,-0.287,-0.335,-0.108,-0.228,-0.123,-0.194,-0.215,-0.228,-0.215,-0.228,-0.044,-0.171
-0.311,-0.127,-0.223,-0.27,-0.215,-0.23,-0.069,-0.215,-0.294,-0.3,-0.175,-0.147,-0.23,-0.127,-0.2,-0.3,-0.264,-0.257,-0.055,-0.117
-0.371,-0.088,-0.251,-0.278,-0.132,-0.297,-0.132,-0.209,-0.138,-0.38,-0.148,-0.148,-0.191,-0.174,-0.297,-0.228,-0.196,-0.216,-0.072,-0.092
-0.284,-0.047,-0.262,-0.269,-0.191,-0.254,-0.095,-0.291,-0.291,-0.324,-0.064,-0.219,-0.18,-0.08,-0.201,-0.277,-0.219,-0.269,-0.026,-0.21
-0.296,-0.085,-0.167,-0.21,-0.115,-0.311,-0.085,-0.248,-0.35,-0.311,-0.085,-0.085,-0.21,-0.23,-0.324,-0.21,-0.142,-0.296,0.0,-0.23
-0.266,-0.266,-0.216,-0.263,-0.147,-0.308,-0.165,-0.138,-0.128,-0.349,-0.067,-0.133,-0.231,-0.241,-0.26,-0.303,-0.205,-0.247,-0.053,-0.108
-0.263,-0.174,-0.263,-0.191,-0.174,-0.25,-0.094,-0.207,-0.275,-0.33,-0.094,-0.137,-0.287,-0.137,-0.222,-0.191,-0.263,-0.32,-0.069,-0.191
-0.373,0.0,-0.252,-0.232,-0.195,-0.288,-0.039,-0.258,-0.334,-0.293,-0.134,-0.225,-0.232,-0.153,-0.092,-0.187,-0.225,-0.238,-0.114,-0.162
-0.319,-0.073,-0.196,-0.359,-0.066,-0.142,-0.105,-0.181,-0.273,-0.373,-0.13,-0.225,-0.121,-0.299,-0.27,-0.299,-0.205,-0.214,-0.035,-0.073
-0.367,-0.265,-0.194,-0.059,0.0,-0.285,-0.1,-0.22,-0.167,-0.321,-0.167,-0.303,-0.243,-0.22,-0.22,-0.265,-0.167,-0.285,0.0,-0.136
-0.219,-0.159,-0.189,-0.314,-0.132,-0.198,-0.149,-0.17,-0.314,-0.357,-0.149,-0.159,-0.207,-0.276,-0.174,-0.331,-0.228,-0.219,-0.034,-0.115
-0.313,-0.221,-0.255,-0.238,-0.221,-0.136,-0.081,-0.238,-0.047,-0.35,-0.047,-0.238,-0.255,-0.391,-0.361,-0.047,-0.11,-0.221,-0.081,0.0
-0.413,-0.033,-0.199,-0.203,-0.104,-0.289,-0.307,-0.098,-0.143,-0.289,-0.065,-0.199,-0.276,-0.195,-0.227,-0.361,-0.219,-0.148,-0.057,-0.104
-0.239,-0.097,-0.228,-0.278,-0.173,-0.241,-0.102,-0.216,-0.264,-0.324,-0.12,-0.175,-0.216,-0.228,-0.214,-0.256,-0.252,-0.307,-0.068,-0.167
-0.279,-0.04,-0.202,-0.334,-0.232,-0.24,-0.129,-0.267,-0.291,-0.324,-0.129,-0.129,-0.202,-0.07,-0.225,-0.26,-0.194,-0.329,-0.07,-0.095
-0.317,-0.02,-0.232,-0.337,-0.178,-0.22,-0.11,-0.229,-0.273,-0.357,-0.133,-0.146,-0.196,-0.196,-0.25,-0.185,-0.206,-0.273,-0.042,-0.159
-0.321,-0.039,-0.277,-0.326,-0.144,-0.154,-0.054,-0.226,-0.211,-0.37,-0.092,-0.24,-0.163,-0.211,-0.18,-0.311,-0.188,-0.226,-0.08,-0.219
-0.234,-0.1,-0.193,-0.234,-0.234,-0.242,-0.166,-0.156,-0.193,-0.36,-0.175,-0.112,-0.249,-0.202,-0.29,-0.184,-0.21,-0.335,-0.1,-0.184
-0.311,-0.179,-0.16,-0.151,-0.228,-0.228,-0.096,-0.249,-0.141,-0.39,-0.108,-0.17,-0.228,-0.13,-0.228,-0.249,-0.228,-0.361,-0.084,-0.151
-0.33,-0.122,-0.217,-0.279,-0.193,-0.284,-0.077,-0.279,-0.26,-0.274,-0.077,-0.145,-0.244,-0.137,-0.173,-0.255,-0.228,-0.297,-0.137,-0.113
-0.211,-0.037,-0.306,-0.285,-0.211,-0.237,-0.064,-0.367,-0.343,-0.306,-0.088,-0.211,-0.129,-0.196,-0.165,-0.196,-0.211,-0.262,0.0,-0.165
-0.275,-0.062,-0.142,-0.357,-0.203,-0.341,-0.142,-0.158,-0.189,-0.323,-0.203,-0.035,-0.174,-0.229,-0.285,-0.189,-0.189,-0.349,-0.062,-0.084
-0.362,-0.067,-0.197,-0.277,-0.175,-0.313,-0.127,-0.235,-0.113,-0.269,-0.113,-0.152,-0.261,-0.099,-0.253,-0.235,-0.277,-0.285,-0.067,-0.197
-0.295,-0.104,-0.24,-0.204,-0.125,-0.326,-0.154,-0.204,-0.211,-0.345,-0.171,-0.114,-0.219,-0.18,-0.24,-0.219,-0.24,-0.3,-0.08,-0.171
-0.316,0.0,-0.211,-0.263,-0.211,-0.344,-0.197,-0.11,-0.11,-0.444,-0.065,-0.065,-0.368,-0.11,-0.197,-0.13,-0.211,-0.263,-0.065,-0.13
-0.345,0.0,-0.236,-0.255,-0.195,-0.147,-0.172,-0.358,-0.288,-0.255,-0.172,-0.255,-0.236,-0.216,-0.172,-0.119,-0.236,-0.255,0.0,-0.119
-0.18,-0.13,-0.202,-0.327,-0.191,-0.222,-0.168,-0.32,-0.299,-0.299,-0.144,-0.333,-0.086,-0.116,-0.144,-0.259,-0.18,-0.283,-0.028,-0.156
-0.26,-0.069,-0.236,-0.254,-0.157,-0.266,-0.107,-0.254,-0.29,-0.272,-0.177,-0.242,-0.213,-0.185,-0.185,-0.203,-0.21,-0.249,-0.131,-0.249
-0.363,-0.033,-0.266,-0.249,-0.153,-0.306,-0.121,-0.194,-0.231,-0.306,-0.138,-0.234,-0.177,-0.172,-0.219,-0.194,-0.223,-0.309,-0.085,-0.11
-0.388,-0.022,-0.2,-0.294,-0.175,-0.264,-0.166,-0.055,-0.157,-0.399,-0.069,-0.147,-0.215,-0.166,-0.341,-0.117,-0.117,-0.331,-0.055,-0.192
-0.279,-0.073,-0.107,-0.312,-0.107,-0.279,-0.123,-0.091,-0.288,-0.384,-0.091,-0.164,-0.222,-0.151,-0.34,-0.201,-0.201,-0.34,-0.107,-0.107
-0.244,0.0,-0.284,-0.318,-0.121,-0.296,-0.071,-0.258,-0.376,-0.318,-0.142,-0.18,-0.197,-0.162,-0.229,-0.271,-0.162,-0.214,-0.071,-0.071
-0.325,-0.082,-0.229,-0.257,-0.147,-0.304,-0.127,-0.236,-0.269,-0.304,-0.156,-0.207,-0.207,-0.165,-0.215,-0.199,-0.215,-0.263,-0.069,-0.183
-0.266,0.0,-0.237,-0.193,-0.247,-0.216,-0.109,-0.204,-0.092,-0.324,-0.054,-0.284,-0.193,-0.216,-0.266,-0.339,-0.309,-0.257,-0.109,-0.125
-0.226,0.0,-0.25,-0.329,-0.2,-0.361,0.0,-0.311,-0.292,-0.226,-0.172,-0.061,-0.172,-0.172,-0.272,-0.14,-0.226,-0.375,0.0,-0.061
-0.382,-0.093,-0.206,-0.229,-0.198,-0.198,-0.174,-0.221,-0.137,-0.344,-0.093,-0.146,-0.242,-0.268,-0.214,-0.229,-0.229,-0.249,-0.081,-0.182
-0.217,0.0,-0.164,-0.333,-0.072,-0.343,-0.123,-0.2,-0.323,-0.261,-0.099,-0.2,-0.217,-0.072,-0.275,-0.247,-0.233,-0.389,0.0,-0.123
-0.363,-0.159,-0.28,-0.211,-0.119,-0.267,-0.24,-0.159,-0.096,-0.354,-0.07,-0.195,-0.195,-0.159,-0.325,-0.177,-0.267,-0.24,-0.07,-0.096
-0.295,-0.07,-0.194,-0.31,-0.118,-0.244,-0.103,-0.35,-0.262,-0.295,-0.087,-0.235,-0.205,-0.132,-0.215,-0.225,-0.118,-0.331,-0.051,-0.205
-0.343,-0.103,-0.248,-0.224,-0.155,-0.3,-0.121,-0.212,-0.139,-0.351,-0.103,-0.06,-0.3,-0.034,-0.29,-0.212,-0.28,-0.29,-0.139,-0.103
-0.353,-0.054,-0.248,-0.378,-0.125,-0.181,-0.074,-0.237,-0.276,-0.332,-0.14,-0.205,-0.14,-0.125,-0.227,-0.285,-0.205,-0.181,-0.054,-0.193
-0.28,-0.11,-0.225,-0.29,-0.196,-0.244,-0.157,-0.25,-0.148,-0.334,-0.139,-0.157,-0.274,-0.231,-0.25,-0.238,-0.211,-0.238,-0.077,-0.12
-0.327,-0.127,-0.189,-0.24,-0.115,-0.256,-0.103,-0.277,-0.248,-0.303,-0.09,-0.18,-0.24,-0.199,-0.15,-0.27,-0.24,-0.343,-0.06,-0.139
-0.262,-0.055,-0.216,-0.288,-0.133,-0.202,-0.079,-0.173,-0.238,-0.365,-0.145,-0.183,-0.335,-0.23,-0.198,-0.32,-0.238,-0.238,-0.063,-0.087
-0.353,-0.072,-0.213,-0.287,-0.186,-0.261,-0.104,-0.226,-0.131,-0.398,-0.104,-0.186,-0.164,-0.113,-0.255,-0.261,-0.261,-0.302,-0.035,-0.061
-0.266,-0.016,-0.274,-0.311,-0.147,-0.286,-0.107,-0.331,-0.286,-0.29,-0.159,-0.107,-0.187,-0.165,-0.236,-0.203,-0.218,-0.297,-0.049,-0.114
-0.283,0.0,-0.208,-0.219,-0.283,-0.229,-0.105,-0.229,-0.229,-0.248,-0.052,-0.257,-0.161,-0.148,-0.105,-0.329,-0.361,-0.307,-0.105,-0.161
-0.347,-0.102,-0.224,-0.276,-0.127,-0.283,-0.075,-0.24,-0.255,-0.331,-0.17,-0.149,-0.269,-0.102,-0.159,-0.247,-0.207,-0.342,-0.043,-0.075
-0.216,-0.091,-0.237,-0.35,-0.201,-0.237,-0.091,-0.216,-0.263,-0.346,-0.152,-0.244,-0.223,-0.178,-0.286,-0.169,-0.186,-0.216,-0.079,-0.152
-0.366,-0.095,-0.253,-0.221,-0.172,-0.21,-0.221,-0.21,-0.172,-0.331,-0.144,-0.129,-0.185,-0.232,-0.282,-0.21,-0.21,-0.172,-0.158,-0.198
-0.391,-0.302,-0.1,-0.058,-0.058,-0.319,0.0,-0.219,-0.263,-0.302,-0.166,-0.263,-0.263,-0.1,-0.1,-0.242,-0.319,-0.283,0.0,-0.1
-0.324,-0.035,-0.226,-0.282,-0.193,-0.344,-0.083,-0.2,-0.244,-0.244,-0.186,-0.2,-0.2,-0.171,-0.186,-0.2,-0.179,-0.332,-0.072,-0.206
-0.241,-0.103,-0.31,-0.285,-0.15,-0.241,-0.103,-0.354,-0.298,-0.344,-0.103,-0.15,-0.19,-0.208,-0.208,-0.128,-0.19,-0.285,0.0,-0.128
-0.304,-0.063,-0.262,-0.262,-0.144,-0.262,-0.097,-0.256,-0.262,-0.244,-0.107,-0.294,-0.152,-0.097,-0.135,-0.273,-0.332,-0.238,-0.135,-0.184
-0.316,0.0,-0.226,-0.283,-0.226,-0.283,-0.246,-0.226,-0.092,-0.246,-0.18,-0.154,-0.204,-0.054,-0.331,-0.18,-0.283,-0.316,-0.092,-0.092
-0.286,-0.136,-0.274,-0.221,-0.155,-0.297,-0.115,-0.155,-0.19,-0.389,-0.173,-0.093,-0.173,-0.221,-0.274,-0.308,-0.173,-0.19,-0.093,-0.19
-0.25,-0.123,-0.178,-0.337,-0.161,-0.231,-0.079,-0.161,-0.269,-0.375,-0.067,-0.17,-0.178,-0.337,-0.178,-0.297,-0.194,-0.216,-0.113,-0.143
-0.243,-0.151,-0.23,-0.254,-0.151,-0.297,-0.167,-0.19,-0.243,-0.316,-0.23,-0.116,-0.277,-0.183,-0.23,-0.297,-0.224,-0.197,-0.036,-0.134
-0.264,-0.094,-0.237,-0.264,-0.04,-0.251,-0.138,-0.331,-0.264,-0.321,-0.094,-0.192,-0.223,-0.223,-0.175,-0.223,-0.157,-0.331,-0.094,-0.175
-0.258,-0.112,-0.317,-0.162,-0.274,-0.289,-0.184,-0.205,-0.274,-0.258,-0.138,-0.258,-0.162,-0.138,-0.162,-0.241,-0.205,-0.258,-0.082,-0.205
-0.252,-0.214,-0.214,-0.234,-0.214,-0.193,0.0,-0.214,-0.378,-0.33,-0.27,-0.214,-0.17,-0.145,-0.17,-0.214,-0.214,-0.286,0.0,-0.118
