ATC_C,ATC_H,ATC_N,ATC_O,ATC_S
27.24,13.55,51.9,7.18,0.12
26.64,13.1,53.25,6.72,0.29
26.07,13.8,52.87,7.05,0.2
25.51,12.95,52.72,8.63,0.19
26.51,12.75,53.46,7.08,0.2
26.64,13.41,52.93,6.76,0.25
26.64,13.92,52.31,7.01,0.12
26.97,13.11,52.06,7.58,0.28
26.47,13.57,52.16,7.56,0.25
25.98,13.38,53.03,7.4,0.22
27.13,12.54,53.2,6.91,0.22
26.66,12.78,53.59,6.9,0.07
26.01,13.45,52.84,7.49,0.21
26.6,13.01,52.7,7.43,0.26
25.94,12.75,53.01,7.98,0.31
26.35,13.08,53.46,6.99,0.13
26.41,13.1,52.89,7.43,0.17
26.99,12.94,52.73,7.22,0.12
26.34,13.56,52.96,6.92,0.21
26.86,14.29,51.57,7.22,0.06
25.96,13.25,53.23,7.31,0.26
26.16,13.68,52.39,7.6,0.17
26.16,13.1,53.16,7.32,0.27
25.96,12.09,54.2,7.64,0.11
25.98,12.61,54.14,6.95,0.32
26.04,13.35,53.27,7.14,0.19
26.53,13.15,52.28,7.84,0.21
26.14,12.66,53.34,7.65,0.22
26.28,13.52,52.96,7.06,0.18
25.79,13.28,53.55,7.21,0.17
26.4,13.56,52.76,7.07,0.21
27.02,12.9,52.35,7.45,0.28
26.77,12.94,52.75,7.35,0.19
26.52,13.46,52.21,7.67,0.15
27.3,13.25,51.99,7.28,0.17
25.98,13.39,52.92,7.42,0.28
26.6,13.56,52.85,6.94,0.05
26.6,13.2,52.62,7.34,0.23
26.08,13.73,52.54,7.53,0.12
25.94,14.0,52.24,7.62,0.21
26.91,13.95,51.76,7.26,0.12
26.53,13.36,52.54,7.4,0.17
26.04,13.47,53.0,7.34,0.15
26.59,13.05,52.9,7.22,0.23
26.94,13.15,52.78,7.06,0.07
27.17,12.88,52.63,7.11,0.21
26.49,13.61,52.4,7.41,0.09
26.68,13.69,52.61,6.9,0.12
26.66,13.06,52.76,7.39,0.13
26.49,12.96,53.63,6.85,0.07
26.67,13.38,52.45,7.38,0.12
26.19,12.89,53.62,7.25,0.05
26.76,13.2,52.96,7.0,0.09
26.36,12.32,53.47,7.68,0.18
26.05,12.76,53.52,7.54,0.13
26.87,13.34,52.24,7.4,0.15
25.65,13.36,53.24,7.49,0.25
25.68,12.64,53.89,7.57,0.22
26.35,13.03,53.53,6.85,0.24
26.92,13.13,52.92,6.88,0.16
26.89,13.1,52.34,7.43,0.24
26.28,11.65,54.48,7.03,0.58
26.93,13.42,52.26,7.27,0.13
26.13,13.47,52.85,7.36,0.19
26.42,13.6,52.25,7.51,0.22
27.26,13.56,51.7,7.14,0.34
25.96,13.27,52.93,7.63,0.22
26.0,13.0,53.62,7.25,0.12
26.95,13.29,52.46,7.1,0.21
26.96,13.48,52.37,6.99,0.2
27.66,13.25,51.65,7.34,0.1
26.5,13.24,52.66,7.35,0.25
26.67,13.06,53.09,6.9,0.28
26.46,13.31,52.81,7.05,0.37
26.8,13.1,52.56,7.32,0.22
26.44,13.73,52.68,7.02,0.12
27.34,13.03,51.67,7.72,0.24
26.11,12.55,53.06,8.04,0.24
26.15,13.67,52.59,7.31,0.28
26.61,13.72,52.69,6.88,0.09
26.93,12.4,52.99,7.46,0.22
26.62,13.02,52.89,7.27,0.21
28.19,12.75,52.21,6.71,0.13
26.49,12.16,52.87,8.43,0.06
26.21,12.87,52.93,7.81,0.18
26.55,13.41,52.36,7.53,0.16
25.78,13.36,53.53,7.15,0.18
26.69,13.47,52.83,6.82,0.19
26.46,12.2,52.99,8.24,0.1
26.38,13.27,52.91,7.26,0.18
27.08,13.03,52.25,7.44,0.19
25.9,13.57,52.99,7.36,0.17
25.65,13.99,53.1,7.08,0.18
26.77,12.98,52.5,7.56,0.19
27.52,12.65,52.63,6.93,0.28
26.11,13.97,52.65,7.13,0.14
27.15,13.26,52.58,6.91,0.11
26.5,13.69,52.13,7.5,0.18
26.95,13.02,52.58,7.27,0.17
26.94,13.19,52.46,7.16,0.25
26.96,12.66,53.12,6.98,0.28
26.87,13.1,52.46,7.39,0.18
27.1,13.09,52.5,7.06,0.24
26.36,13.53,52.61,7.33,0.17
25.88,12.76,52.51,8.36,0.5
25.74,13.45,53.39,7.22,0.19
25.85,13.57,53.23,7.25,0.1
26.33,14.78,52.45,5.93,0.52
27.0,13.48,51.84,7.51,0.17
25.65,12.29,53.7,8.24,0.11
26.57,13.27,52.49,7.47,0.21
27.23,12.63,52.93,7.17,0.04
27.05,13.27,51.91,7.56,0.21
26.61,13.71,52.06,7.32,0.3
26.28,13.46,52.87,7.26,0.13
26.31,13.64,52.69,7.18,0.19
26.31,13.06,53.45,6.96,0.22
26.54,13.71,52.07,7.46,0.23
26.67,13.19,52.75,7.07,0.32
26.68,13.26,52.76,7.07,0.24
26.26,13.6,52.6,7.44,0.1
26.57,12.91,53.29,7.03,0.2
26.71,13.28,52.7,7.12,0.19
26.46,13.66,52.44,7.22,0.21
27.18,13.72,52.17,6.71,0.22
26.09,13.19,52.72,7.56,0.44
27.14,13.19,52.47,6.96,0.24
26.87,14.01,51.72,7.23,0.17
26.91,12.96,52.85,7.06,0.22
26.69,13.29,52.61,7.2,0.22
26.83,13.13,52.53,7.21,0.29
26.24,13.23,52.91,7.48,0.14
26.17,12.82,53.71,7.13,0.17
26.2,13.58,52.4,7.62,0.21
25.82,13.35,52.53,7.84,0.44
26.38,13.07,53.0,7.37,0.17
26.12,13.11,53.21,7.3,0.25
26.73,12.02,53.46,7.52,0.28
26.81,12.91,52.79,7.24,0.25
27.56,13.45,51.99,6.94,0.07
26.79,13.25,52.2,7.5,0.26
25.8,13.21,53.17,7.62,0.21
26.85,13.47,52.5,7.1,0.09
27.0,12.91,53.03,6.91,0.16
26.33,14.34,52.15,7.15,0.04
26.36,13.51,52.59,7.18,0.36
26.89,13.01,52.76,7.12,0.23
25.94,13.21,53.12,7.43,0.31
26.19,13.91,51.76,7.66,0.49
26.54,13.25,53.37,6.68,0.16
26.74,14.4,51.75,7.0,0.11
26.33,13.33,52.82,7.39,0.13
26.43,13.67,52.15,7.56,0.19
27.31,13.03,52.09,7.43,0.13
27.37,13.24,52.39,6.93,0.07
26.27,12.89,53.02,7.6,0.22
26.04,13.59,52.89,7.38,0.1
27.08,12.7,52.86,7.25,0.12
26.48,13.34,52.88,7.04,0.27
26.23,12.77,53.11,7.23,0.66
26.72,12.73,53.08,7.26,0.2
26.38,13.29,52.06,7.99,0.29
25.99,13.49,53.08,7.28,0.15
27.47,13.63,51.32,7.36,0.22
26.51,13.04,52.84,7.35,0.26
26.39,13.21,52.67,7.54,0.19
26.6,13.34,52.92,6.95,0.19
26.57,13.08,52.9,7.2,0.24
26.24,13.3,53.14,7.16,0.16
26.06,12.84,54.02,6.82,0.26
27.12,14.29,51.58,6.9,0.1
26.63,13.4,52.79,6.98,0.2
26.26,13.1,53.26,7.21,0.16
27.27,13.26,52.23,7.03,0.21
26.62,13.61,52.39,7.13,0.25
26.92,12.9,53.17,6.88,0.13
28.13,11.62,54.21,5.92,0.11
26.32,13.53,52.73,7.18,0.24
26.12,12.73,53.08,7.77,0.3
26.22,13.46,52.96,7.08,0.27
26.45,12.67,53.57,7.17,0.14
26.95,13.0,52.41,7.49,0.15
25.75,13.89,53.51,6.65,0.2
26.99,12.59,53.03,7.34,0.04
26.03,13.76,52.7,7.27,0.25
25.66,12.94,53.33,7.89,0.18
26.81,13.76,51.89,7.41,0.13
26.52,13.74,52.53,6.87,0.33
27.36,13.31,52.1,7.0,0.22
26.33,13.22,52.93,7.41,0.11
26.13,13.33,52.98,7.33,0.22
25.92,13.69,52.28,7.96,0.15
26.07,13.47,53.44,6.91,0.12
24.99,17.18,50.75,7.04,0.04
26.7,13.29,52.58,7.2,0.22
27.46,13.52,51.84,7.01,0.17
26.49,13.28,53.24,6.84,0.15
26.57,13.32,52.88,7.06,0.17
27.18,13.42,51.77,7.35,0.27
25.04,13.08,53.62,8.11,0.15
25.62,12.73,53.31,7.95,0.39
27.0,13.26,52.66,6.85,0.23
25.56,13.87,52.77,7.58,0.22
27.46,12.08,53.7,6.6,0.16
25.06,14.16,52.92,7.18,0.67
26.86,12.75,52.79,7.35,0.25
26.26,13.57,52.71,7.2,0.25
26.81,13.2,52.52,7.17,0.3
26.22,12.7,51.81,8.88,0.38
26.32,13.41,52.61,7.33,0.34
26.57,13.51,52.57,7.11,0.24
26.59,13.53,52.77,7.02,0.08
25.94,13.81,52.68,7.49,0.07
26.93,13.0,52.46,7.34,0.28
25.86,13.49,52.93,7.41,0.31
26.71,13.55,52.0,7.5,0.25
26.99,13.09,52.91,6.77,0.25
26.57,13.43,51.93,7.86,0.2
26.96,12.98,52.87,7.04,0.14
26.66,13.25,52.26,7.52,0.3
26.12,13.29,52.79,7.59,0.22
27.86,12.92,52.31,6.77,0.15
25.71,14.61,52.31,7.25,0.13
26.47,13.83,52.18,7.32,0.2
26.72,13.23,52.89,6.94,0.22
26.74,12.49,53.12,7.23,0.42
26.25,13.43,52.84,7.25,0.23
26.34,13.01,53.24,7.18,0.23
25.88,13.17,53.35,7.38,0.22
26.61,12.78,53.48,6.94,0.19
26.81,12.39,54.21,6.4,0.19
26.55,12.9,53.03,7.3,0.22
26.13,13.71,52.48,7.56,0.13
26.9,13.4,52.22,7.29,0.19
26.49,13.28,52.75,7.21,0.28
26.32,13.61,52.9,7.02,0.15
26.62,12.96,53.19,7.07,0.16
26.54,13.7,52.51,7.1,0.16
28.5,12.11,52.51,6.64,0.25
26.52,13.71,52.49,7.15,0.12
26.22,13.58,52.37,7.48,0.35
26.18,13.45,52.72,7.35,0.31
27.25,13.25,52.22,7.02,0.27
26.2,13.72,52.66,7.27,0.15
26.78,13.3,52.66,7.01,0.25
26.41,13.06,53.29,7.01,0.23
26.1,14.45,51.88,7.32,0.25
26.19,13.56,52.66,7.41,0.19
25.61,14.1,52.62,7.56,0.1
27.08,13.08,52.6,7.14,0.1
26.78,13.24,52.6,7.14,0.25
27.37,13.82,51.57,7.14,0.1
26.81,13.56,52.34,6.99,0.29
26.52,13.97,51.86,7.48,0.17
26.42,14.36,51.9,7.21,0.11
26.61,12.73,53.22,7.32,0.12
26.47,13.13,53.02,7.15,0.23
27.31,13.12,52.07,7.19,0.31
26.92,13.13,52.46,7.26,0.23
26.49,13.48,52.64,7.09,0.3
27.71,12.72,52.24,7.25,0.08
25.75,13.12,53.46,7.25,0.41
26.09,13.89,52.16,7.7,0.16
26.83,13.34,52.37,7.27,0.18
26.3,13.75,51.92,7.68,0.35
26.31,13.26,52.93,7.3,0.2
26.71,12.83,53.35,6.95,0.16
25.98,13.22,52.81,7.78,0.21
26.46,14.42,51.77,7.26,0.1
26.61,12.06,51.93,8.93,0.46
25.69,13.41,53.05,7.61,0.25
26.87,12.95,53.03,6.99,0.16
26.91,13.13,52.46,7.3,0.2
26.08,13.36,53.07,7.36,0.12
26.43,13.3,52.61,7.48,0.18
26.63,13.41,52.45,7.25,0.26
25.76,14.27,52.75,7.05,0.17
27.29,13.25,52.06,7.24,0.16
26.34,13.16,53.21,7.08,0.21
26.54,13.05,53.2,7.04,0.17
27.52,13.35,52.11,6.9,0.12
26.78,13.18,52.41,7.44,0.19
26.84,13.08,52.37,7.48,0.23
26.75,13.81,51.55,7.72,0.18
26.03,13.58,52.06,8.07,0.26
26.93,13.31,52.36,7.09,0.3
26.69,13.37,52.39,7.4,0.15
26.87,13.6,51.87,7.39,0.27
26.95,13.1,52.4,7.32,0.24
26.82,13.58,51.86,7.45,0.3
26.29,13.38,52.65,7.56,0.12
26.47,13.37,52.6,7.38,0.19
26.62,14.1,51.85,7.35,0.08
26.34,13.09,53.19,7.17,0.21
26.63,13.36,52.69,7.17,0.15
26.22,13.63,52.67,7.22,0.26
26.92,12.71,52.34,7.7,0.33
26.67,13.15,52.78,7.26,0.14
26.54,13.71,52.5,7.13,0.12
26.42,13.54,52.86,7.13,0.05
25.96,14.68,51.18,7.39,0.79
26.8,13.12,52.68,7.22,0.18
26.45,13.84,52.09,7.45,0.17
26.45,13.13,52.63,7.46,0.33
26.25,13.36,52.88,7.12,0.38
26.01,13.82,52.24,7.83,0.11
25.93,13.99,53.1,6.86,0.12
26.37,12.96,53.09,7.49,0.09
26.11,13.35,52.81,7.54,0.19
25.27,12.52,53.72,8.35,0.14
26.15,14.72,51.41,7.53,0.18
26.61,12.84,52.77,7.62,0.15
25.96,13.46,53.21,7.15,0.22
25.85,13.97,52.44,7.61,0.13
26.82,13.04,52.83,7.25,0.06
26.96,13.19,52.6,6.94,0.31
26.44,13.31,52.88,7.13,0.24
26.5,13.29,52.46,7.49,0.26
25.93,13.06,53.7,7.21,0.09
26.38,13.2,53.06,7.1,0.26
26.28,12.62,52.94,7.8,0.36
26.92,13.33,52.33,7.22,0.2
26.99,12.95,52.56,7.45,0.06
26.07,13.49,52.56,7.61,0.27
26.45,13.32,52.41,7.72,0.11
25.75,14.0,52.54,7.49,0.22
26.18,13.61,52.36,7.48,0.37
27.82,12.75,52.2,7.08,0.15
26.35,13.0,53.13,7.26,0.25
25.99,13.23,53.57,7.01,0.2
26.52,13.18,53.41,6.55,0.34
27.56,12.43,53.23,6.69,0.1
26.93,13.34,52.17,7.31,0.24
26.2,13.16,53.22,7.19,0.23
26.58,13.55,52.68,7.01,0.18
26.03,13.49,52.74,7.67,0.08
26.68,13.26,53.06,6.77,0.23
25.88,14.43,52.62,6.81,0.26
26.2,13.28,53.03,7.27,0.23
26.94,13.42,52.66,6.8,0.18
26.69,13.46,52.39,7.34,0.13
26.51,13.24,52.53,7.57,0.15
27.17,13.43,52.17,7.14,0.09
26.23,13.39,53.12,7.2,0.07
27.11,13.17,52.54,7.01,0.17
26.85,13.78,51.79,7.46,0.12
26.44,13.04,52.84,7.5,0.18
27.14,13.29,52.12,7.36,0.09
26.75,13.13,52.36,7.47,0.29
26.33,13.8,52.2,7.43,0.24
26.74,13.87,52.64,6.59,0.16
26.53,13.2,52.64,7.37,0.26
26.19,13.82,52.67,7.24,0.08
26.06,12.81,53.74,7.28,0.12
26.9,12.86,53.06,7.04,0.13
26.35,13.26,52.91,7.29,0.19
26.56,13.38,52.34,7.36,0.37
26.7,13.36,52.51,7.14,0.29
25.79,13.06,53.36,7.54,0.26
26.21,13.54,52.7,7.38,0.17
27.01,13.35,52.42,7.03,0.19
26.42,13.46,52.07,7.75,0.3
26.61,13.14,52.53,7.49,0.24
26.38,11.6,53.92,7.96,0.15
26.58,13.46,52.34,7.31,0.31
26.58,13.57,52.46,7.12,0.27
26.85,13.83,52.03,7.11,0.19
26.86,13.37,52.42,7.17,0.17
26.4,13.31,52.63,7.48,0.19
25.27,14.47,52.86,7.19,0.21
26.29,13.52,52.82,7.12,0.26
26.53,12.78,53.04,7.5,0.15
25.82,13.06,53.45,7.46,0.2
26.54,13.81,52.14,7.38,0.13
27.44,12.62,52.84,6.9,0.2
26.42,13.38,52.58,7.48,0.14
27.06,12.73,52.27,7.66,0.29
26.39,13.65,52.55,7.2,0.21
26.8,13.36,52.44,7.25,0.15
26.13,13.38,52.56,7.62,0.31
26.55,13.04,52.97,7.27,0.16
26.29,13.49,52.74,7.32,0.17
26.62,12.76,52.96,7.51,0.16
27.26,12.9,52.78,6.87,0.19
26.4,13.3,52.79,7.31,0.2
27.32,13.35,51.99,7.17,0.17
26.09,14.29,52.27,7.11,0.24
27.85,13.07,51.96,7.03,0.09
26.3,13.47,52.84,7.15,0.24
27.04,13.37,52.03,7.46,0.11
26.4,12.94,53.51,6.94,0.21
26.21,11.96,54.09,7.58,0.16
26.84,12.91,53.51,6.53,0.21
26.84,12.57,53.28,7.16,0.14
27.31,12.97,52.34,7.09,0.29
26.11,13.31,52.82,7.44,0.32
26.9,12.77,53.31,6.89,0.14
26.67,12.69,53.23,7.19,0.22
26.37,13.31,52.99,7.12,0.2
25.9,13.36,52.44,7.65,0.65
25.87,13.43,53.19,7.27,0.24
26.99,13.32,52.28,7.19,0.22
26.19,13.71,52.77,7.08,0.25
26.04,14.79,51.69,7.13,0.34
26.47,13.32,52.67,7.44,0.1
25.79,13.07,53.23,7.72,0.19
26.57,12.88,53.0,7.35,0.19
26.41,14.66,52.02,6.44,0.47
27.1,13.18,52.06,7.47,0.19
26.46,13.43,52.78,7.13,0.21
26.13,13.06,54.12,6.6,0.09
25.68,13.57,52.89,7.67,0.19
26.03,15.16,51.37,7.08,0.35
26.88,13.01,52.48,7.33,0.31
26.63,13.52,52.22,7.34,0.29
26.24,13.1,53.69,6.89,0.09
26.51,14.55,51.93,6.89,0.11
26.56,13.11,52.23,7.89,0.2
26.65,13.16,52.87,7.17,0.15
27.25,13.79,51.57,7.29,0.1
25.71,13.47,53.29,7.28,0.24
26.76,13.21,52.59,7.14,0.3
26.7,13.61,52.26,7.17,0.26
25.9,13.44,52.86,7.71,0.1
25.97,13.05,53.36,7.28,0.34
26.49,12.86,52.89,7.6,0.15
26.55,13.74,52.93,6.67,0.12
25.86,12.0,53.66,8.25,0.22
26.64,13.16,52.7,7.36,0.14
25.97,14.05,52.48,7.29,0.21
27.21,12.62,53.04,7.02,0.11
26.46,13.66,52.44,7.32,0.12
25.74,13.89,52.89,7.09,0.38
26.29,13.12,53.23,7.19,0.18
25.92,13.11,53.46,7.2,0.32
26.53,13.47,51.94,7.81,0.25
26.14,13.67,52.98,7.08,0.11
26.5,13.48,52.77,7.12,0.14
26.75,13.53,52.4,7.07,0.24
26.69,13.08,52.72,7.33,0.18
26.85,13.18,52.47,7.32,0.18
27.15,13.83,51.75,7.12,0.15
25.66,13.77,52.9,7.41,0.26
26.93,12.62,53.58,6.61,0.26
26.6,13.37,52.63,7.11,0.29
26.8,13.34,52.55,7.13,0.18
26.17,13.25,52.65,7.75,0.18
26.63,13.01,52.87,7.28,0.21
26.92,13.49,52.63,6.91,0.05
25.89,13.39,52.97,7.54,0.21
26.67,12.85,52.89,7.38,0.22
25.84,15.02,49.89,8.04,1.21
26.85,13.23,52.34,7.24,0.34
26.38,13.64,52.6,7.26,0.12
26.61,13.5,52.43,7.24,0.22
27.41,12.57,52.32,7.5,0.2
26.56,12.93,53.14,7.27,0.1
25.73,13.43,53.44,7.27,0.13
26.62,13.43,52.43,7.22,0.31
26.15,14.1,52.27,7.26,0.21
26.67,13.46,52.54,7.14,0.19
26.59,13.51,51.97,7.79,0.14
26.87,12.96,53.04,6.86,0.27
27.69,12.01,53.17,6.93,0.2
26.11,13.31,52.97,7.3,0.31
26.83,13.07,52.96,6.97,0.17
26.55,13.27,52.95,7.05,0.18
26.04,13.37,53.43,6.9,0.27
26.66,12.91,53.11,7.13,0.2
25.84,13.12,52.9,7.96,0.19
25.65,13.38,53.62,7.1,0.23
26.76,13.18,52.82,7.07,0.17
26.78,12.93,53.19,6.82,0.28
26.95,13.43,51.82,7.5,0.29
25.88,13.48,53.18,7.12,0.34
26.78,12.81,52.82,7.49,0.1
25.4,13.98,52.6,7.85,0.17
26.03,13.16,53.08,7.6,0.13
25.72,13.67,52.72,7.75,0.16
26.36,13.38,52.81,7.16,0.29
26.74,13.24,52.76,6.91,0.35
26.42,13.98,52.19,7.23,0.17
26.36,13.01,53.5,7.02,0.12
27.09,12.98,51.98,7.81,0.13
25.93,13.21,53.15,7.52,0.19
26.87,13.39,51.89,7.53,0.32
25.35,12.84,53.81,7.9,0.09
26.23,13.96,52.45,7.24,0.12
26.59,12.99,52.97,7.21,0.23
26.49,13.19,52.72,7.46,0.14
27.22,12.89,52.51,7.18,0.19
27.82,13.18,51.64,6.93,0.44
26.73,13.33,52.66,7.17,0.12
26.77,13.19,52.77,7.06,0.21
26.43,13.07,52.25,7.98,0.27
27.54,12.74,52.68,6.95,0.1
26.48,12.87,53.72,6.65,0.28
26.79,12.96,52.83,7.15,0.27
26.81,12.97,52.78,7.17,0.26
26.42,13.26,53.21,6.91,0.2
26.69,12.99,52.91,7.16,0.24
27.42,13.25,51.94,7.19,0.2
26.05,13.63,52.95,7.21,0.18
26.83,13.05,52.66,7.22,0.25
26.33,13.87,52.73,6.83,0.23
26.25,13.29,52.66,7.62,0.17
27.25,13.35,52.54,6.74,0.12
26.54,13.17,53.12,6.95,0.22
26.36,13.66,51.8,7.71,0.47
26.67,13.65,52.25,7.28,0.16
27.12,13.58,52.21,6.97,0.11
26.57,13.39,52.51,7.28,0.24
26.03,13.47,52.41,7.76,0.33
26.4,13.3,52.48,7.43,0.39
26.22,13.37,52.96,7.25,0.2
27.26,12.99,52.22,7.36,0.18
26.47,13.3,52.84,7.14,0.24
26.28,11.97,54.43,6.54,0.78
26.21,13.31,52.58,7.7,0.19
27.05,13.88,51.75,7.23,0.09
26.2,13.65,53.18,6.84,0.12
26.42,13.06,53.15,7.15,0.23
25.8,12.99,53.14,7.45,0.62
26.61,13.44,52.97,6.72,0.26
26.32,12.81,53.14,7.4,0.33
26.8,13.24,52.75,7.0,0.22
26.09,13.58,52.17,7.87,0.29
27.17,12.92,52.23,7.52,0.16
27.29,12.96,52.67,6.96,0.12
26.68,13.81,52.73,6.67,0.1
26.09,13.63,52.63,7.44,0.21
26.24,13.21,52.73,7.48,0.35
27.13,13.78,51.53,7.34,0.22
26.02,13.51,52.7,7.57,0.21
26.57,13.31,53.01,7.0,0.11
26.95,11.45,53.07,8.3,0.24
26.31,13.52,52.56,7.27,0.34
26.07,13.14,53.2,7.36,0.23
25.5,13.81,53.09,7.39,0.22
26.43,13.2,52.76,7.36,0.25
26.37,13.57,52.63,7.16,0.27
25.64,14.14,52.41,7.67,0.15
25.9,13.23,53.17,7.33,0.37
27.0,13.34,52.11,7.23,0.32
26.26,13.32,52.95,7.24,0.24
26.2,13.37,52.78,7.45,0.2
26.01,13.29,52.96,7.55,0.19
26.83,13.86,51.44,7.11,0.76
26.16,13.04,53.02,7.48,0.31
26.99,13.21,52.49,7.22,0.09
27.1,12.89,53.0,6.81,0.19
26.47,13.35,52.32,7.77,0.1
27.19,13.15,52.39,7.04,0.23
25.79,13.37,52.9,7.6,0.35
25.88,13.3,54.11,6.45,0.26
26.67,13.7,52.39,7.1,0.14
26.25,13.62,52.89,7.09,0.15
26.56,12.91,53.01,7.26,0.26
25.45,13.94,53.0,7.19,0.42
28.06,12.25,52.5,7.02,0.16
26.56,13.27,52.63,7.3,0.25
26.92,13.39,52.51,7.07,0.1
27.86,12.84,52.03,7.09,0.17
26.05,13.59,52.16,7.76,0.45
26.13,13.78,52.74,7.22,0.13
26.52,13.07,53.36,6.83,0.22
26.33,13.42,52.78,7.27,0.2
26.57,13.06,52.68,7.29,0.4
26.08,13.66,53.18,6.83,0.24
26.45,13.01,53.09,7.25,0.19
27.29,13.01,52.75,6.82,0.13
26.7,13.37,52.71,7.09,0.12
25.98,13.31,53.26,7.16,0.29
26.1,13.16,53.29,7.19,0.26
26.89,13.37,52.28,7.12,0.34
26.3,13.03,53.52,6.98,0.16
26.59,13.49,52.36,7.3,0.27
26.06,13.08,53.44,7.31,0.1
26.12,13.27,53.06,7.42,0.12
26.7,13.32,52.6,7.16,0.22
26.97,13.36,52.45,7.1,0.12
26.18,14.63,51.54,6.97,0.68
26.81,13.07,52.48,7.39,0.25
26.63,13.65,52.2,7.25,0.26
26.72,12.88,53.01,7.18,0.21
26.37,13.34,52.97,7.2,0.12
26.57,13.06,52.74,7.38,0.25
27.34,12.87,52.7,6.93,0.15
27.34,12.98,52.43,7.17,0.08
26.52,12.82,53.51,6.81,0.34
26.58,13.38,52.47,7.3,0.28
27.34,13.43,51.83,7.27,0.14
26.68,13.0,52.49,7.6,0.22
26.03,13.43,53.01,7.3,0.24
26.67,13.87,52.25,7.11,0.1
26.57,14.02,52.34,6.97,0.1
26.57,13.15,53.16,6.84,0.28
26.48,13.67,52.46,7.32,0.07
25.52,13.65,53.03,7.63,0.17
27.34,12.89,52.29,7.29,0.18
26.49,13.56,52.39,7.39,0.17
25.53,13.28,52.81,7.87,0.51
26.52,13.27,52.8,7.17,0.24
26.02,13.72,52.05,7.91,0.3
26.51,12.36,53.06,7.86,0.22
26.29,12.85,53.42,7.29,0.15
26.9,13.54,52.55,6.93,0.07
26.38,13.78,52.53,7.23,0.07
25.9,13.16,52.85,7.76,0.34
26.36,14.49,51.78,7.04,0.33
26.11,12.84,53.31,7.42,0.32
25.66,12.28,53.72,8.23,0.11
26.93,13.12,53.12,6.72,0.11
26.63,13.58,52.67,6.97,0.15
27.1,12.7,52.83,7.15,0.22
26.57,13.22,52.64,7.55,0.02
26.14,12.86,53.22,7.42,0.37
26.54,13.17,52.59,7.37,0.33
27.46,13.15,52.16,7.15,0.09
26.43,13.22,52.79,7.33,0.23
26.89,12.99,53.15,6.88,0.08
26.46,13.78,52.19,7.39,0.19
25.91,13.28,52.54,7.91,0.36
26.51,13.12,52.81,7.28,0.28
26.42,13.7,52.52,7.18,0.18
26.24,12.69,53.19,7.64,0.24
26.58,13.27,52.43,7.52,0.21
26.97,12.97,52.49,7.26,0.3
26.05,13.65,52.64,7.48,0.18
26.73,12.99,52.84,7.14,0.29
26.6,13.84,52.1,7.28,0.18
26.36,13.43,52.32,7.59,0.3
26.79,13.05,52.8,7.16,0.2
27.13,13.15,52.63,7.0,0.09
27.12,12.87,52.62,7.12,0.28
26.48,13.92,51.63,7.5,0.47
26.39,13.33,52.89,7.19,0.19
26.61,13.44,52.06,7.68,0.21
26.24,13.74,52.86,7.01,0.14
26.35,13.79,52.6,7.06,0.2
26.7,12.96,52.81,7.3,0.22
27.04,12.99,52.6,7.23,0.15
26.09,13.2,53.14,7.29,0.29
26.7,13.3,52.34,7.37,0.3
26.0,13.0,53.15,7.5,0.34
26.67,12.95,53.25,6.97,0.16
26.2,14.2,52.3,7.03,0.27
26.51,13.07,53.23,6.93,0.27
26.46,13.22,52.38,7.66,0.28
26.77,13.22,52.32,7.48,0.21
26.61,13.12,52.56,7.56,0.16
26.81,13.21,52.36,7.28,0.34
26.81,13.53,52.56,6.82,0.28
26.91,13.37,52.36,7.12,0.25
26.33,13.33,52.7,7.44,0.2
26.46,13.2,52.54,7.61,0.19
26.49,13.15,53.09,7.01,0.27
25.89,13.58,52.93,7.3,0.3
26.41,13.32,52.29,7.9,0.08
26.32,12.5,53.85,7.2,0.13
25.71,14.29,51.93,7.52,0.55
26.75,13.48,52.29,7.28,0.19
26.71,13.43,52.5,6.99,0.38
25.62,11.71,54.41,8.2,0.06
26.49,13.48,52.77,6.96,0.3
26.87,13.31,52.55,7.13,0.15
26.61,13.95,52.3,7.02,0.12
26.24,13.45,52.73,7.2,0.38
26.89,12.2,53.22,7.21,0.48
25.24,13.87,52.9,7.66,0.33
27.32,12.51,52.7,7.34,0.13
26.6,12.83,52.79,7.57,0.2
26.34,13.24,53.13,7.09,0.2
25.58,13.31,53.19,7.8,0.13
25.94,12.92,53.95,6.91,0.29
25.49,12.75,53.87,7.75,0.13
26.55,13.25,52.49,7.53,0.17
28.32,12.33,52.2,6.94,0.21
26.01,13.35,52.62,7.82,0.2
26.65,12.52,53.02,7.74,0.07
26.96,13.14,52.77,7.0,0.13
26.7,12.82,53.06,7.14,0.28
26.64,13.45,52.43,7.15,0.33
27.0,13.39,52.34,7.01,0.26
26.89,13.88,51.77,7.18,0.27
27.2,12.97,52.72,6.93,0.18
26.88,13.35,52.34,7.14,0.3
26.96,12.71,52.82,7.4,0.11
26.25,11.59,53.79,8.32,0.04
26.36,13.84,52.66,7.02,0.11
26.91,12.8,52.6,7.38,0.31
26.14,13.41,53.02,7.29,0.14
26.33,13.17,53.09,7.22,0.2
26.62,13.32,52.6,7.3,0.17
27.11,12.95,52.41,7.38,0.15
26.82,12.91,53.21,6.97,0.08
26.34,13.47,52.4,7.48,0.31
25.98,13.91,51.88,8.0,0.23
