PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
0.107,0.107,0.786,0.184,0.574,0.491,0.069,0.081,0.107,0.107,0.786,0.533,0.204,0.356,0.111,0.038,0.408,0.267,0.325,0.487,0.277,0.248,0.283,0.562,0.438,0.023,-0.693,-0.158,-0.387,0.228
0.099,0.099,0.802,0.221,0.566,0.506,0.099,0.062,0.099,0.099,0.802,0.588,0.214,0.362,0.14,0.031,0.424,0.27,0.306,0.46,0.275,0.297,0.287,0.632,0.368,0.109,-0.769,-0.124,-0.392,0.352
0.157,0.144,0.698,0.249,0.42,0.381,0.026,0.039,0.144,0.157,0.698,0.433,0.213,0.459,0.157,0.013,0.446,0.276,0.278,0.381,0.37,0.223,0.157,0.436,0.564,0.337,-0.57,-0.665,-0.679,0.189
0.13,0.13,0.739,0.185,0.522,0.413,0.062,0.145,0.13,0.13,0.739,0.482,0.225,0.351,0.087,0.025,0.377,0.33,0.293,0.449,0.272,0.254,0.203,0.486,0.514,0.023,-0.21,-0.223,-0.218,0.011
0.141,0.135,0.724,0.129,0.565,0.506,0.044,0.055,0.135,0.141,0.724,0.523,0.215,0.344,0.084,0.032,0.439,0.297,0.264,0.511,0.308,0.194,0.253,0.53,0.47,0.109,-0.865,-0.354,-0.45,0.162
0.217,0.067,0.717,0.157,0.516,0.484,0.043,0.051,0.067,0.217,0.717,0.417,0.303,0.335,0.098,0.008,0.441,0.24,0.319,0.465,0.26,0.217,0.287,0.528,0.472,0.516,-0.674,-0.56,-0.172,0.158
0.147,0.145,0.708,0.154,0.512,0.468,0.028,0.024,0.145,0.147,0.708,0.492,0.217,0.372,0.108,0.033,0.455,0.268,0.277,0.459,0.345,0.187,0.239,0.543,0.457,0.352,-0.84,-0.458,-0.575,0.197
0.094,0.154,0.752,0.208,0.517,0.423,0.047,0.101,0.154,0.094,0.752,0.523,0.168,0.389,0.141,0.034,0.436,0.282,0.282,0.436,0.295,0.268,0.235,0.517,0.483,0.022,-0.55,-0.207,-0.576,0.183
0.165,0.141,0.695,0.204,0.409,0.35,0.025,0.088,0.141,0.165,0.695,0.386,0.272,0.358,0.108,0.025,0.401,0.281,0.317,0.358,0.422,0.228,0.171,0.461,0.539,0.375,-0.281,-0.381,-0.515,0.021
0.068,0.118,0.814,0.217,0.553,0.478,0.062,0.05,0.118,0.068,0.814,0.578,0.174,0.36,0.143,0.068,0.435,0.267,0.298,0.484,0.28,0.267,0.273,0.578,0.422,-0.103,-0.831,-0.092,-0.571,0.16
0.137,0.058,0.805,0.243,0.527,0.492,0.137,0.067,0.058,0.137,0.805,0.482,0.31,0.332,0.112,0.019,0.466,0.173,0.361,0.383,0.351,0.351,0.297,0.581,0.419,0.262,-0.471,-0.041,-0.152,0.411
0.15,0.15,0.7,0.178,0.478,0.411,0.039,0.061,0.15,0.15,0.7,0.511,0.233,0.344,0.122,0.033,0.467,0.256,0.278,0.417,0.328,0.25,0.222,0.539,0.461,0.321,-0.463,-0.223,-0.402,0.229
0.152,0.128,0.72,0.214,0.49,0.409,0.043,0.089,0.128,0.152,0.72,0.506,0.21,0.35,0.144,0.039,0.486,0.272,0.241,0.416,0.222,0.3,0.261,0.521,0.479,0.273,-0.453,-0.321,-0.315,0.174
0.088,0.1,0.812,0.281,0.403,0.353,0.043,0.114,0.1,0.088,0.812,0.443,0.26,0.35,0.169,0.014,0.292,0.355,0.353,0.358,0.358,0.294,0.177,0.525,0.475,0.124,-0.276,-0.215,-0.705,-0.083
0.142,0.132,0.726,0.221,0.426,0.362,0.046,0.066,0.132,0.142,0.726,0.451,0.268,0.354,0.147,0.031,0.422,0.265,0.314,0.368,0.376,0.26,0.176,0.465,0.535,0.201,-0.287,-0.328,-0.543,0.106
0.086,0.124,0.79,0.2,0.562,0.457,0.067,0.076,0.124,0.086,0.79,0.59,0.181,0.352,0.086,0.057,0.486,0.286,0.229,0.476,0.362,0.21,0.21,0.505,0.495,-0.168,-0.625,-0.224,-0.475,0.228
0.111,0.104,0.785,0.175,0.58,0.504,0.064,0.088,0.104,0.111,0.785,0.558,0.206,0.312,0.104,0.025,0.474,0.247,0.279,0.499,0.263,0.236,0.27,0.539,0.461,-0.122,-0.61,-0.241,-0.38,0.287
0.17,0.112,0.718,0.237,0.452,0.394,0.046,0.066,0.112,0.17,0.718,0.477,0.245,0.353,0.124,0.037,0.531,0.232,0.237,0.402,0.27,0.266,0.212,0.444,0.556,0.258,-0.304,-0.45,-0.297,0.18
0.09,0.148,0.762,0.309,0.403,0.367,0.019,0.07,0.148,0.09,0.762,0.521,0.158,0.477,0.253,0.005,0.342,0.359,0.299,0.382,0.311,0.314,0.258,0.672,0.328,0.554,-0.865,-0.219,-0.846,0.132
0.122,0.122,0.755,0.156,0.565,0.544,0.034,0.041,0.122,0.122,0.755,0.524,0.19,0.333,0.095,0.014,0.51,0.245,0.245,0.531,0.224,0.211,0.279,0.51,0.49,0.034,-0.839,-0.406,-0.487,0.234
0.113,0.095,0.792,0.253,0.515,0.396,0.045,0.125,0.095,0.113,0.792,0.506,0.182,0.363,0.125,0.045,0.429,0.304,0.268,0.455,0.28,0.256,0.229,0.476,0.524,-0.147,-0.328,-0.263,-0.271,0.097
0.121,0.121,0.758,0.256,0.465,0.409,0.019,0.093,0.121,0.121,0.758,0.47,0.177,0.395,0.153,0.037,0.367,0.344,0.288,0.447,0.27,0.265,0.265,0.54,0.46,0.221,-0.698,-0.267,-0.547,0.024
0.121,0.117,0.762,0.175,0.558,0.48,0.046,0.081,0.117,0.121,0.762,0.552,0.196,0.353,0.123,0.026,0.425,0.298,0.276,0.514,0.244,0.22,0.292,0.585,0.415,0.159,-0.741,-0.219,-0.407,0.188
0.146,0.113,0.741,0.215,0.486,0.418,0.045,0.087,0.113,0.146,0.741,0.499,0.231,0.343,0.121,0.041,0.428,0.314,0.258,0.437,0.305,0.25,0.205,0.487,0.513,0.04,-0.518,-0.393,-0.398,0.056
0.146,0.132,0.722,0.185,0.517,0.411,0.046,0.099,0.132,0.146,0.722,0.49,0.212,0.358,0.106,0.06,0.417,0.318,0.265,0.45,0.305,0.238,0.238,0.47,0.53,0.078,-0.521,-0.305,-0.334,0.037
0.094,0.114,0.792,0.184,0.573,0.51,0.027,0.055,0.114,0.094,0.792,0.51,0.157,0.412,0.137,0.035,0.404,0.286,0.31,0.51,0.227,0.235,0.318,0.612,0.388,0.245,-1.081,-0.321,-0.57,0.104
0.14,0.125,0.735,0.231,0.436,0.356,0.03,0.114,0.125,0.14,0.735,0.473,0.239,0.326,0.106,0.038,0.386,0.367,0.246,0.413,0.348,0.239,0.148,0.413,0.587,-0.048,-0.225,-0.319,-0.46,-0.03
0.128,0.1,0.772,0.14,0.607,0.564,0.071,0.057,0.1,0.128,0.772,0.567,0.225,0.299,0.085,0.02,0.521,0.231,0.248,0.527,0.262,0.219,0.302,0.55,0.45,-0.021,-0.871,-0.34,-0.372,0.309
0.136,0.098,0.766,0.234,0.499,0.42,0.044,0.084,0.098,0.136,0.766,0.474,0.213,0.365,0.134,0.049,0.46,0.267,0.272,0.433,0.281,0.27,0.256,0.46,0.54,0.062,-0.538,-0.373,-0.364,0.09
0.156,0.187,0.657,0.175,0.438,0.384,0.032,0.063,0.187,0.156,0.657,0.46,0.232,0.349,0.098,0.044,0.479,0.286,0.235,0.394,0.352,0.206,0.178,0.457,0.543,0.349,-0.373,-0.457,-0.59,0.065
0.134,0.098,0.768,0.24,0.496,0.417,0.044,0.084,0.098,0.134,0.768,0.474,0.21,0.371,0.136,0.049,0.458,0.267,0.275,0.431,0.283,0.27,0.256,0.463,0.537,0.072,-0.539,-0.371,-0.378,0.093
0.179,0.168,0.653,0.188,0.411,0.34,0.036,0.088,0.168,0.179,0.653,0.417,0.269,0.359,0.105,0.026,0.494,0.236,0.269,0.365,0.405,0.213,0.166,0.414,0.586,0.373,-0.142,-0.403,-0.475,0.114
0.136,0.136,0.727,0.255,0.418,0.344,0.032,0.102,0.136,0.136,0.727,0.455,0.223,0.374,0.134,0.067,0.381,0.338,0.281,0.426,0.318,0.242,0.258,0.513,0.487,0.383,-0.44,-0.105,-0.468,-0.126
0.151,0.143,0.706,0.195,0.482,0.436,0.037,0.044,0.143,0.151,0.706,0.48,0.217,0.377,0.116,0.042,0.48,0.276,0.243,0.43,0.338,0.23,0.217,0.461,0.539,0.207,-0.699,-0.475,-0.539,0.149
0.142,0.119,0.739,0.234,0.46,0.377,0.034,0.116,0.119,0.142,0.739,0.491,0.222,0.32,0.123,0.038,0.443,0.308,0.25,0.433,0.32,0.244,0.194,0.432,0.568,-0.118,-0.287,-0.299,-0.432,0.083
0.19,0.185,0.625,0.135,0.465,0.34,0.01,0.125,0.185,0.19,0.625,0.465,0.225,0.32,0.075,0.04,0.55,0.275,0.175,0.415,0.36,0.175,0.135,0.34,0.66,0.015,-0.137,-0.567,-0.41,0.061
0.144,0.099,0.757,0.226,0.469,0.38,0.062,0.115,0.099,0.144,0.757,0.464,0.267,0.339,0.14,0.027,0.36,0.301,0.339,0.401,0.332,0.284,0.214,0.517,0.483,0.1,-0.26,-0.196,-0.301,0.071
0.109,0.102,0.789,0.204,0.551,0.476,0.041,0.068,0.102,0.109,0.789,0.551,0.184,0.367,0.116,0.027,0.544,0.231,0.224,0.497,0.293,0.204,0.265,0.49,0.51,0.003,-0.732,-0.393,-0.486,0.242
0.119,0.116,0.765,0.171,0.574,0.525,0.062,0.065,0.116,0.119,0.765,0.543,0.201,0.335,0.106,0.018,0.504,0.222,0.274,0.516,0.255,0.216,0.287,0.535,0.465,-0.019,-0.726,-0.308,-0.448,0.309
0.099,0.137,0.764,0.159,0.579,0.536,0.052,0.039,0.137,0.099,0.764,0.536,0.176,0.391,0.107,0.021,0.433,0.24,0.326,0.524,0.253,0.215,0.305,0.622,0.378,0.265,-0.939,-0.156,-0.54,0.303
0.118,0.102,0.78,0.238,0.495,0.418,0.057,0.096,0.102,0.118,0.78,0.509,0.222,0.352,0.141,0.041,0.391,0.308,0.301,0.435,0.297,0.283,0.242,0.532,0.468,0.042,-0.517,-0.183,-0.413,0.106
0.184,0.128,0.689,0.247,0.42,0.352,0.056,0.068,0.128,0.184,0.689,0.461,0.261,0.372,0.12,0.066,0.502,0.254,0.244,0.398,0.332,0.257,0.244,0.477,0.523,0.498,-0.387,-0.223,-0.296,0.086
0.102,0.114,0.784,0.178,0.58,0.504,0.042,0.072,0.114,0.102,0.784,0.557,0.17,0.348,0.095,0.045,0.473,0.284,0.242,0.515,0.265,0.227,0.269,0.534,0.466,-0.068,-0.87,-0.268,-0.461,0.175
0.1,0.163,0.737,0.219,0.445,0.351,0.022,0.135,0.163,0.1,0.737,0.458,0.194,0.379,0.129,0.019,0.404,0.313,0.282,0.404,0.354,0.245,0.169,0.455,0.545,0.03,-0.249,-0.221,-0.632,-0.009
0.175,0.132,0.693,0.14,0.482,0.436,0.023,0.043,0.132,0.175,0.693,0.49,0.268,0.288,0.066,0.031,0.556,0.23,0.214,0.467,0.366,0.152,0.179,0.405,0.595,0.088,-0.433,-0.497,-0.44,0.152
0.153,0.13,0.716,0.158,0.502,0.428,0.056,0.079,0.13,0.153,0.716,0.498,0.265,0.284,0.084,0.042,0.47,0.233,0.298,0.423,0.353,0.228,0.191,0.474,0.526,-0.008,-0.287,-0.276,-0.349,0.212
0.155,0.112,0.733,0.194,0.526,0.461,0.026,0.056,0.112,0.155,0.733,0.5,0.194,0.366,0.112,0.039,0.522,0.246,0.233,0.47,0.237,0.233,0.246,0.47,0.53,0.131,-0.678,-0.523,-0.363,0.2
0.141,0.124,0.735,0.196,0.498,0.392,0.041,0.11,0.124,0.141,0.735,0.522,0.223,0.32,0.117,0.038,0.485,0.296,0.22,0.419,0.268,0.261,0.175,0.426,0.574,-0.088,-0.237,-0.44,-0.334,0.096
0.119,0.158,0.723,0.194,0.49,0.435,0.032,0.055,0.158,0.119,0.723,0.482,0.19,0.403,0.123,0.032,0.447,0.285,0.269,0.451,0.348,0.209,0.261,0.538,0.462,0.377,-0.769,-0.288,-0.646,0.141
0.093,0.101,0.806,0.27,0.473,0.405,0.051,0.093,0.101,0.093,0.806,0.494,0.207,0.414,0.219,0.004,0.287,0.321,0.392,0.418,0.283,0.321,0.27,0.629,0.371,0.205,-0.611,-0.081,-0.59,0.168
0.143,0.093,0.764,0.185,0.514,0.448,0.035,0.077,0.093,0.143,0.764,0.463,0.243,0.344,0.112,0.031,0.355,0.328,0.317,0.471,0.282,0.251,0.243,0.533,0.467,0.153,-0.681,-0.256,-0.383,0.024
0.16,0.089,0.751,0.271,0.446,0.357,0.089,0.086,0.089,0.16,0.751,0.468,0.283,0.349,0.104,0.097,0.431,0.268,0.301,0.394,0.357,0.29,0.257,0.487,0.513,0.302,-0.341,0.004,-0.179,0.027
0.129,0.091,0.78,0.167,0.591,0.53,0.083,0.045,0.091,0.129,0.78,0.568,0.235,0.348,0.091,0.038,0.402,0.326,0.273,0.5,0.341,0.212,0.174,0.462,0.538,-0.363,-0.837,-0.553,-0.405,0.187
0.161,0.148,0.69,0.2,0.471,0.413,0.039,0.071,0.148,0.161,0.69,0.432,0.219,0.368,0.077,0.039,0.529,0.206,0.265,0.432,0.355,0.2,0.258,0.465,0.535,0.398,-0.433,-0.277,-0.413,0.233
0.119,0.091,0.79,0.257,0.47,0.39,0.076,0.102,0.091,0.119,0.79,0.49,0.257,0.383,0.155,0.026,0.368,0.292,0.341,0.384,0.332,0.316,0.234,0.574,0.426,0.278,-0.408,-0.104,-0.356,0.117
0.292,0.054,0.654,0.162,0.438,0.385,0.038,0.062,0.054,0.292,0.654,0.446,0.385,0.246,0.123,0.015,0.515,0.254,0.231,0.385,0.308,0.262,0.208,0.454,0.546,0.444,-0.273,-0.682,0.101,0.155
0.173,0.2,0.627,0.127,0.491,0.355,0.009,0.082,0.2,0.173,0.627,0.445,0.191,0.409,0.118,0.055,0.473,0.209,0.318,0.427,0.373,0.2,0.255,0.5,0.5,0.458,-0.524,-0.138,-0.472,0.241
0.18,0.155,0.665,0.294,0.34,0.273,0.021,0.098,0.155,0.18,0.665,0.397,0.232,0.407,0.175,0.052,0.423,0.309,0.268,0.33,0.351,0.284,0.201,0.448,0.552,0.495,-0.233,-0.355,-0.515,-0.009
0.087,0.103,0.81,0.23,0.508,0.468,0.048,0.063,0.103,0.087,0.81,0.532,0.206,0.357,0.143,0.016,0.333,0.365,0.302,0.46,0.341,0.23,0.222,0.563,0.437,-0.015,-0.78,-0.333,-0.71,0.144
0.128,0.03,0.842,0.233,0.519,0.466,0.053,0.053,0.03,0.128,0.842,0.519,0.271,0.338,0.143,0.053,0.338,0.323,0.338,0.489,0.301,0.241,0.316,0.662,0.338,0.331,-0.972,-0.177,-0.36,-0.024
0.157,0.129,0.715,0.177,0.504,0.447,0.044,0.085,0.129,0.157,0.715,0.491,0.234,0.334,0.105,0.013,0.46,0.28,0.26,0.452,0.285,0.221,0.19,0.437,0.563,-0.015,-0.416,-0.51,-0.429,0.179
0.125,0.15,0.725,0.182,0.514,0.441,0.041,0.086,0.15,0.125,0.725,0.47,0.195,0.389,0.111,0.027,0.425,0.257,0.318,0.477,0.316,0.202,0.273,0.532,0.468,0.247,-0.596,-0.193,-0.509,0.16
0.104,0.108,0.789,0.19,0.556,0.444,0.075,0.125,0.108,0.104,0.789,0.527,0.222,0.358,0.115,0.029,0.391,0.287,0.323,0.459,0.305,0.272,0.272,0.581,0.419,0.096,-0.479,-0.042,-0.243,0.117
0.098,0.119,0.782,0.237,0.519,0.464,0.013,0.038,0.119,0.098,0.782,0.525,0.138,0.422,0.155,0.034,0.483,0.267,0.25,0.491,0.256,0.208,0.307,0.544,0.456,0.281,-0.938,-0.402,-0.666,0.227
0.147,0.158,0.696,0.197,0.45,0.345,0.042,0.098,0.158,0.147,0.696,0.473,0.237,0.352,0.117,0.06,0.458,0.282,0.26,0.395,0.345,0.242,0.194,0.427,0.573,0.18,-0.238,-0.264,-0.435,0.015
0.137,0.154,0.709,0.175,0.491,0.393,0.034,0.103,0.154,0.137,0.709,0.474,0.214,0.376,0.094,0.026,0.462,0.291,0.248,0.432,0.338,0.231,0.188,0.453,0.547,0.166,-0.423,-0.281,-0.475,0.105
0.12,0.133,0.747,0.146,0.584,0.498,0.017,0.064,0.133,0.12,0.747,0.549,0.155,0.348,0.103,0.039,0.489,0.288,0.223,0.545,0.249,0.18,0.318,0.541,0.459,0.115,-0.921,-0.309,-0.482,0.206
0.128,0.104,0.768,0.159,0.558,0.47,0.035,0.08,0.104,0.128,0.768,0.544,0.213,0.303,0.109,0.036,0.425,0.317,0.258,0.504,0.263,0.201,0.205,0.477,0.523,-0.261,-0.609,-0.475,-0.458,0.105
0.116,0.134,0.75,0.183,0.558,0.5,0.062,0.062,0.134,0.116,0.75,0.558,0.188,0.393,0.161,0.009,0.424,0.259,0.317,0.487,0.237,0.254,0.295,0.616,0.384,0.208,-0.8,-0.262,-0.493,0.334
0.069,0.069,0.862,0.312,0.529,0.466,0.106,0.058,0.069,0.069,0.862,0.651,0.196,0.386,0.233,0.042,0.323,0.381,0.296,0.423,0.275,0.392,0.228,0.608,0.392,-0.331,-0.871,-0.167,-0.521,0.274
0.124,0.132,0.744,0.194,0.534,0.477,0.046,0.067,0.132,0.124,0.744,0.531,0.186,0.361,0.121,0.04,0.415,0.296,0.288,0.491,0.253,0.226,0.278,0.544,0.456,0.125,-0.726,-0.272,-0.482,0.198
0.134,0.134,0.732,0.147,0.564,0.497,0.046,0.082,0.134,0.134,0.732,0.524,0.201,0.325,0.082,0.027,0.476,0.26,0.264,0.512,0.277,0.187,0.283,0.532,0.468,0.111,-0.677,-0.296,-0.435,0.238
0.089,0.049,0.863,0.164,0.674,0.557,0.053,0.091,0.049,0.089,0.863,0.632,0.166,0.299,0.113,0.047,0.437,0.299,0.264,0.592,0.184,0.231,0.277,0.497,0.503,-0.684,-0.887,-0.329,-0.284,0.207
0.134,0.126,0.74,0.124,0.598,0.503,0.073,0.071,0.126,0.134,0.74,0.568,0.225,0.308,0.071,0.048,0.472,0.25,0.278,0.503,0.275,0.21,0.235,0.53,0.47,-0.073,-0.572,-0.277,-0.269,0.253
0.231,0.077,0.692,0.139,0.498,0.454,0.062,0.044,0.077,0.231,0.692,0.432,0.348,0.311,0.088,0.029,0.447,0.238,0.315,0.421,0.308,0.227,0.245,0.546,0.454,0.594,-0.561,-0.54,-0.1,0.099
0.17,0.142,0.688,0.244,0.386,0.318,0.023,0.119,0.142,0.17,0.688,0.432,0.25,0.352,0.125,0.034,0.438,0.301,0.261,0.375,0.33,0.261,0.205,0.477,0.523,0.441,-0.159,-0.218,-0.372,-0.006
0.127,0.147,0.726,0.152,0.555,0.475,0.064,0.084,0.147,0.127,0.726,0.517,0.209,0.361,0.087,0.027,0.453,0.254,0.293,0.482,0.298,0.209,0.268,0.543,0.457,0.222,-0.589,-0.203,-0.421,0.251
0.105,0.123,0.772,0.213,0.51,0.423,0.053,0.097,0.123,0.105,0.772,0.488,0.207,0.37,0.135,0.036,0.379,0.282,0.339,0.443,0.292,0.273,0.264,0.564,0.436,0.152,-0.52,-0.075,-0.454,0.128
0.147,0.106,0.747,0.183,0.534,0.432,0.065,0.11,0.106,0.147,0.747,0.523,0.242,0.328,0.118,0.024,0.432,0.287,0.281,0.46,0.275,0.253,0.193,0.452,0.548,-0.19,-0.372,-0.346,-0.34,0.18
0.137,0.101,0.762,0.168,0.555,0.493,0.067,0.059,0.101,0.137,0.762,0.529,0.244,0.314,0.098,0.056,0.429,0.277,0.294,0.493,0.291,0.241,0.272,0.546,0.454,0.027,-0.773,-0.208,-0.347,0.128
0.144,0.119,0.737,0.192,0.512,0.433,0.056,0.092,0.119,0.144,0.737,0.515,0.233,0.331,0.106,0.048,0.446,0.308,0.246,0.442,0.292,0.262,0.202,0.473,0.527,-0.041,-0.498,-0.368,-0.325,0.053
0.2,0.105,0.695,0.21,0.448,0.362,0.038,0.095,0.105,0.2,0.695,0.419,0.276,0.371,0.114,0.048,0.467,0.267,0.267,0.4,0.381,0.238,0.248,0.448,0.552,0.422,-0.493,-0.377,-0.25,0.013
0.152,0.133,0.715,0.19,0.478,0.408,0.043,0.084,0.133,0.152,0.715,0.478,0.242,0.351,0.117,0.033,0.408,0.31,0.283,0.435,0.332,0.239,0.196,0.484,0.516,0.11,-0.481,-0.322,-0.444,0.078
0.12,0.117,0.763,0.207,0.494,0.401,0.063,0.078,0.117,0.12,0.763,0.494,0.246,0.368,0.132,0.048,0.422,0.257,0.32,0.407,0.353,0.266,0.24,0.536,0.464,0.243,-0.511,-0.151,-0.451,0.12
0.152,0.145,0.703,0.207,0.429,0.35,0.041,0.09,0.145,0.152,0.703,0.403,0.26,0.376,0.115,0.014,0.472,0.233,0.295,0.373,0.385,0.224,0.191,0.435,0.565,0.378,-0.167,-0.352,-0.521,0.132
0.14,0.155,0.705,0.135,0.551,0.459,0.058,0.087,0.155,0.14,0.705,0.498,0.217,0.343,0.043,0.043,0.507,0.217,0.275,0.488,0.285,0.188,0.242,0.488,0.512,0.207,-0.377,-0.18,-0.279,0.197
0.134,0.143,0.723,0.201,0.473,0.386,0.032,0.104,0.143,0.134,0.723,0.49,0.215,0.349,0.115,0.039,0.4,0.339,0.261,0.43,0.326,0.233,0.166,0.439,0.561,-0.054,-0.382,-0.362,-0.519,0.028
0.058,0.047,0.895,0.267,0.605,0.523,0.058,0.07,0.047,0.058,0.895,0.721,0.14,0.279,0.128,0.105,0.395,0.372,0.233,0.628,0.221,0.209,0.372,0.663,0.337,-0.38,-1.138,0.193,-0.41,0.16
0.141,0.148,0.711,0.201,0.479,0.362,0.04,0.143,0.148,0.141,0.711,0.485,0.213,0.345,0.11,0.04,0.418,0.309,0.273,0.43,0.302,0.26,0.246,0.51,0.49,0.221,-0.232,-0.048,-0.275,0.067
0.141,0.181,0.678,0.195,0.43,0.336,0.0,0.121,0.181,0.141,0.678,0.463,0.195,0.342,0.107,0.047,0.362,0.376,0.262,0.423,0.329,0.215,0.154,0.423,0.577,0.039,-0.21,-0.258,-0.537,-0.053
0.103,0.109,0.789,0.234,0.526,0.457,0.063,0.091,0.109,0.103,0.789,0.554,0.194,0.366,0.154,0.029,0.411,0.297,0.291,0.48,0.269,0.263,0.269,0.56,0.44,-0.034,-0.641,-0.189,-0.456,0.177
0.139,0.134,0.727,0.212,0.475,0.399,0.043,0.102,0.134,0.139,0.727,0.464,0.223,0.362,0.121,0.027,0.437,0.279,0.284,0.416,0.311,0.26,0.228,0.504,0.496,0.222,-0.394,-0.266,-0.416,0.12
0.152,0.111,0.737,0.173,0.523,0.43,0.037,0.077,0.111,0.152,0.737,0.505,0.229,0.35,0.111,0.034,0.458,0.272,0.269,0.458,0.328,0.214,0.248,0.517,0.483,0.202,-0.626,-0.34,-0.383,0.181
0.073,0.136,0.791,0.279,0.463,0.411,0.038,0.101,0.136,0.073,0.791,0.484,0.16,0.411,0.171,0.028,0.355,0.303,0.341,0.432,0.289,0.303,0.289,0.582,0.418,0.201,-0.597,0.043,-0.621,0.123
0.102,0.094,0.804,0.253,0.498,0.429,0.053,0.092,0.094,0.102,0.804,0.504,0.208,0.391,0.181,0.019,0.348,0.3,0.352,0.431,0.278,0.304,0.286,0.64,0.36,0.253,-0.664,-0.127,-0.456,0.142
0.081,0.196,0.723,0.142,0.554,0.473,0.02,0.061,0.196,0.081,0.723,0.493,0.128,0.399,0.088,0.061,0.514,0.189,0.297,0.514,0.318,0.182,0.338,0.541,0.459,0.284,-0.866,0.03,-0.687,0.198
0.131,0.141,0.728,0.164,0.535,0.46,0.028,0.094,0.141,0.131,0.728,0.498,0.188,0.347,0.085,0.028,0.488,0.272,0.239,0.498,0.286,0.188,0.249,0.455,0.545,0.034,-0.611,-0.359,-0.509,0.151
0.139,0.118,0.743,0.251,0.46,0.381,0.062,0.099,0.118,0.139,0.743,0.48,0.233,0.385,0.148,0.039,0.437,0.281,0.281,0.392,0.313,0.295,0.227,0.499,0.501,0.212,-0.415,-0.27,-0.396,0.098
0.165,0.139,0.696,0.196,0.47,0.409,0.056,0.069,0.139,0.165,0.696,0.462,0.252,0.373,0.133,0.028,0.472,0.23,0.298,0.401,0.321,0.264,0.214,0.458,0.542,0.232,-0.418,-0.374,-0.421,0.2
0.136,0.091,0.773,0.227,0.5,0.382,0.036,0.064,0.091,0.136,0.773,0.536,0.218,0.364,0.145,0.055,0.464,0.309,0.227,0.409,0.336,0.282,0.191,0.473,0.527,0.005,-0.563,-0.375,-0.342,0.158
0.147,0.13,0.722,0.145,0.563,0.501,0.076,0.057,0.13,0.147,0.722,0.541,0.238,0.349,0.096,0.027,0.484,0.243,0.273,0.469,0.26,0.236,0.238,0.536,0.464,0.178,-0.618,-0.403,-0.309,0.251
0.154,0.118,0.728,0.152,0.557,0.458,0.058,0.101,0.118,0.154,0.728,0.528,0.231,0.313,0.077,0.034,0.487,0.26,0.253,0.489,0.263,0.214,0.255,0.496,0.504,0.087,-0.413,-0.27,-0.192,0.2
0.112,0.131,0.757,0.241,0.479,0.404,0.071,0.08,0.131,0.112,0.757,0.518,0.219,0.355,0.139,0.066,0.462,0.251,0.287,0.431,0.309,0.268,0.253,0.513,0.487,0.085,-0.471,-0.114,-0.496,0.111
0.101,0.134,0.766,0.181,0.525,0.436,0.042,0.089,0.134,0.101,0.766,0.519,0.202,0.347,0.095,0.036,0.409,0.323,0.267,0.466,0.318,0.211,0.217,0.531,0.469,0.084,-0.548,-0.248,-0.525,0.079
0.146,0.158,0.696,0.187,0.465,0.364,0.032,0.104,0.158,0.146,0.696,0.459,0.222,0.351,0.082,0.051,0.563,0.218,0.218,0.402,0.367,0.218,0.218,0.424,0.576,0.277,-0.301,-0.281,-0.439,0.094
0.096,0.138,0.766,0.234,0.509,0.431,0.03,0.102,0.138,0.096,0.766,0.479,0.15,0.377,0.078,0.048,0.575,0.168,0.257,0.467,0.293,0.216,0.317,0.485,0.515,0.258,-0.469,-0.045,-0.467,0.257
0.125,0.145,0.729,0.148,0.569,0.491,0.065,0.063,0.145,0.125,0.729,0.561,0.203,0.348,0.088,0.033,0.491,0.256,0.253,0.486,0.283,0.216,0.226,0.519,0.481,0.03,-0.623,-0.32,-0.421,0.291
0.133,0.102,0.765,0.245,0.439,0.357,0.02,0.061,0.102,0.133,0.765,0.449,0.235,0.357,0.102,0.061,0.51,0.235,0.255,0.357,0.378,0.224,0.143,0.469,0.531,0.211,-0.35,-0.565,-0.51,0.045
0.118,0.142,0.74,0.207,0.491,0.385,0.041,0.107,0.142,0.118,0.74,0.509,0.201,0.349,0.112,0.065,0.444,0.32,0.237,0.444,0.325,0.254,0.237,0.479,0.521,0.054,-0.474,-0.132,-0.399,-0.018
0.133,0.137,0.729,0.133,0.573,0.514,0.051,0.051,0.137,0.133,0.729,0.533,0.208,0.341,0.09,0.035,0.482,0.231,0.286,0.51,0.247,0.216,0.275,0.545,0.455,0.14,-0.73,-0.269,-0.369,0.235
0.103,0.178,0.718,0.138,0.517,0.356,0.029,0.115,0.178,0.103,0.718,0.5,0.195,0.379,0.121,0.057,0.385,0.282,0.333,0.431,0.345,0.224,0.213,0.529,0.471,0.168,-0.382,-0.034,-0.527,0.038
